CPU utilized,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.0,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
cycles,1502922623643.0,1502928618254.0,1502985626108.0,1503016075168.0,1502980786907.0,1503055987659.0,1502951371918.0,1502943875528.0,1503793704711.0,1504733790118.0,1505261656710.0,1504271463316.0,1504217349717.0,1505206092816.0,1503906336413.0,1503863479198.0,1503878502727.0,1503074169929.0,1502737324965.0,1502696915217.0,1502661246905.0,1502716564777.0,1502689395989.0,1502712240640.0,1502685868195.0,1502659995243.0,1504217181586.0,1502687390963.0,1502673947204.0,1502682652244.0,1502677955255.0,1502655620361.0,1502692246126.0,1502719864464.0,1502699138632.0,1502739074280.0,1502651475758.0,1502685203745.0,1502677093379.0,1502654235824.0,1502695033799.0,1502646735165.0,1502709440056.0,1502646543105.0,1502650728371.0,1502709189686.0,1502667708551.0,1502741830079.0,1502748390458.0,1502687951454.0,1502759754332.0,1502657375117.0,1502743992270.0,1502673487335.0,1502664073720.0,1502648508338.0,1502642579193.0,1502653165636.0,1502648804281.0,1502657599334.0,1502677879994.0,1502646086163.0,1502660802654.0,1502650908412.0,1502655083698.0,1502661103144.0,1502642319843.0,1502644437467.0,1502659756948.0,1502692996700.0,1505088572934.0,1505054259044.0,1502720387250.0,1502643795727.0,1502803596508.0,1502647335871.0,1502678878793.0,1502646909944.0,1502666463102.0,1502650552214.0,1502951580480.0,1502702410917.0,1502713637778.0,1502673381476.0,1502661353496.0,1502678535939.0,1502669944824.0,1502671826913.0,1502679524975.0,1502705643104.0,1502741100583.0,1502659262940.0,1502700683027.0,1502690184040.0,1502729385572.0,1502660470038.0,1502728836756.0,1502724632569.0,1502705066960.0,1502692382788.0,1502664177720.0,1502661638931.0,1502659546996.0,1502665272114.0,1502662339527.0,1502691277231.0,1502732623316.0,1502711737070.0,1502684534246.0,1502668899395.0,1512109891728.0,1518625678240.0,1515178054737.0,1516654769492.0,1516908595535.0,1512107892873.0,1518656954285.0,1513459948386.0,1519925993031.0,1514658942851.0,1518726783475.0,1515761069880.0,1515356806103.0,1517863902377.0,1513472393519.0,1520329841695.0,1513684755829.0,1519792900290.0,1513832553273.0,1517301139456.0,1514417414407.0,1513386076903.0,1517517433272.0,1513140650351.0,1519902507509.0,1513953834910.0,1518782967468.0,1513327172281.0,1514973293818.0,1516513126335.0,1512049228065.0,1518193021996.0,1512963331017.0,1519544950537.0,1513926848690.0,1518283533846.0,1514727269778.0,1514503998339.0,1516846496826.0,1511853042095.0
clock speed,2.995,2.996,2.996,2.996,2.996,2.995,2.996,3.114,3.097,2.898,2.898,2.898,2.898,2.93,3.256,3.284,3.283,3.283,3.292,3.297,3.297,3.297,3.297,3.297,3.297,3.296,3.297,3.297,3.297,3.296,3.297,3.297,3.297,3.294,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.297,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.296,3.039,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898,2.898
instructions,1717104846886.0,1717104318264.0,1717104519076.0,1717104225517.0,1717104790686.0,1717104669383.0,1717104383723.0,1717116626871.0,1717253254713.0,1717187279572.0,1717186860451.0,1717216419821.0,1717218604435.0,1717227846734.0,1717059642819.0,1717038528571.0,1717038347302.0,1716994450641.0,1717107349540.0,1717163478257.0,1717163439611.0,1717163536377.0,1717163506274.0,1717163438240.0,1717163165753.0,1717163608800.0,1717165065327.0,1717163063567.0,1717160043942.0,1717160267301.0,1717159757448.0,1717159749289.0,1717159909158.0,1717161342495.0,1717159910006.0,1717159393726.0,1717159890344.0,1717159752199.0,1717159918587.0,1717159847762.0,1717160077348.0,1717159806442.0,1717159420032.0,1717159757981.0,1717159790820.0,1717159885977.0,1717159849657.0,1717159813028.0,1717159911798.0,1717159849520.0,1717159940051.0,1717159830072.0,1717160076947.0,1717159753574.0,1717160036089.0,1717159845914.0,1717162591235.0,1717163077472.0,1717163581413.0,1717163444117.0,1717163492981.0,1717163119872.0,1717163434577.0,1717163509632.0,1717163423412.0,1717162601130.0,1717159745338.0,1717159923155.0,1717159471896.0,1717159875878.0,1717162079167.0,1717162245416.0,1717159915540.0,1717159626813.0,1717159964192.0,1717159531808.0,1717159797720.0,1717159869934.0,1717159779736.0,1717159848775.0,1717160168364.0,1717160353423.0,1717160435306.0,1717160301758.0,1717160427066.0,1717160418234.0,1717160362282.0,1717160163929.0,1717160344417.0,1717160416998.0,1717160533004.0,1717160345726.0,1717160325779.0,1717160094087.0,1717163509468.0,1717163635644.0,1717163704045.0,1717163781336.0,1717163957132.0,1717163855732.0,1717163516603.0,1717163768952.0,1717163821288.0,1717162069320.0,1717160053369.0,1717160062407.0,1717160331872.0,1717160126201.0,1717160331293.0,1717160453424.0,1717279163500.0,1717348130185.0,1717282965830.0,1717339326215.0,1717269899506.0,1717183363295.0,1717260020710.0,1717302983306.0,1717361278617.0,1717297083623.0,1717346532015.0,1717279131643.0,1717328475073.0,1717259885197.0,1717312238993.0,1717358808959.0,1717297166872.0,1717355946976.0,1717299679255.0,1717334778667.0,1717185182722.0,1717200589197.0,1717252866986.0,1717310624681.0,1717368554438.0,1717317658446.0,1717362693413.0,1717199460676.0,1717221926022.0,1717283542167.0,1717197218373.0,1717253503287.0,1717305301881.0,1717351645244.0,1717281550280.0,1717342302939.0,1717293013031.0,1717230734061.0,1717255030298.0,1717199694471.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.13,1.13,1.13,1.14,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.14,1.13,1.14,1.13,1.13,1.13,1.13,1.13,1.13,1.14
"time (s)
",501.412200981,501.239951179,501.291535918,501.306183334,501.315177255,501.412550808,501.227684643,482.343059334,485.208764865,518.900304767,519.084094878,518.738322273,518.718779513,513.371350358,461.540479721,457.631390729,457.744069848,457.497480223,456.169256597,455.418429357,455.424204457,455.423081216,455.410458132,455.423534252,455.426223793,455.492578433,455.891894537,455.428633074,455.422394067,455.570062421,455.412535193,455.403508523,455.413867081,455.823916617,455.436694446,455.447092882,455.410815062,455.416039361,455.421471705,455.416998387,455.433324921,455.414072764,455.430508033,455.409220098,455.397293703,455.42327794,455.419166651,455.433540619,455.433172723,455.425662439,455.452723245,455.42142095,455.458940028,455.426364253,455.420485949,455.419655875,455.413616828,455.4204896,455.41318737,455.407562667,455.430092618,455.408069725,455.408828585,455.422851181,455.43276472,455.414523059,455.413265409,455.408929326,455.421204195,455.43171532,456.156745113,456.150928268,455.442519608,455.416018827,455.492227389,455.41686224,455.428350888,455.420829397,455.424589039,455.414490835,455.503855814,455.530393232,455.537711413,455.537350143,455.526971355,455.562888056,455.551208622,455.521062835,455.54056794,455.55661412,455.578501429,455.550697082,455.557055449,455.518750242,455.560000942,455.515270694,455.54845212,455.555561255,455.538232778,455.567323565,455.530997301,455.538242461,455.513851628,455.530827453,455.503819955,455.533312615,455.545531858,455.546043294,455.571144701,455.625522765,497.150384556,523.714600442,522.656210669,523.042219837,523.123818971,521.462300843,523.73340441,521.926212263,524.167226964,522.37051649,523.782010857,522.728150565,522.581260176,523.458253239,521.929389222,524.309542911,522.008742124,524.123405387,522.053593222,523.258276194,522.26221958,521.90227279,523.333679923,521.815110295,524.237603758,522.15965302,523.838417326,521.974721051,522.464038807,522.996829352,521.442649058,523.573734472,521.753946958,524.036105433,522.087808349,523.598249294,522.365036365,522.370673612,523.095302074,521.369623475
estimated number of instructions,1713331790953.0198,1713338624809.5598,1713403613763.1199,1713438325691.5198,1713398097073.9797,1713483825931.2598,1713364563986.5198,1713356018101.92,1714324823370.5398,1715396520734.5198,1715998288649.4,1714869468180.2397,1714807778677.38,1715934945810.2397,1714453223510.8198,1714404366285.72,1714421493108.7798,1713504553719.0598,1713120550460.0999,1713074483347.38,1713033821471.7,1713096883845.7798,1713065911427.46,1713091954329.5999,1713061889742.2998,1713032394577.0198,1714807587008.0398,1713063625697.8198,1713048299812.5598,1713058223558.16,1713052868990.7,1713027407211.5398,1713069160583.64,1713100645488.96,1713077018040.4797,1713122544679.2,1713022682364.1199,1713061132269.2998,1713051886452.0598,1713025828839.3599,1713072338530.8599,1713017278088.0999,1713088761663.8398,1713017059139.7,1713021830342.94,1713088476242.0398,1713041187748.14,1713125686290.0598,1713133165122.1199,1713064264657.5598,1713146119938.4797,1713029407633.38,1713128151187.7998,1713047775561.9,1713037044040.7998,1713019299505.3198,1713012540280.0198,1713024608825.0398,1713019636880.3398,1713029663240.7598,1713052783193.16,1713016538225.8198,1713033315025.5598,1713022035589.68,1713026795415.72,1713033657584.16,1713012244621.0198,1713014658712.38,1713032122920.72,1713070016237.9998,1715800973144.7598,1715761855310.16,1713101241464.9998,1713013927128.7798,1713196100019.1199,1713017962892.94,1713053921824.0198,1713017477336.16,1713039767936.2798,1713021629523.96,1713364801747.2,1713080748445.38,1713093547066.92,1713047654882.64,1713033942985.44,1713053530970.46,1713043737099.3599,1713045882680.8198,1713054658471.4998,1713084433138.5598,1713124854664.6199,1713031559751.5999,1713078778650.7798,1713066809805.5999,1713111499552.0798,1713032935843.3198,1713110873901.8398,1713106081128.66,1713083776334.4,1713069316378.3198,1713037162600.7998,1713034268381.3398,1713031883575.44,1713038410209.96,1713035067060.7798,1713068056043.3398,1713115190580.2397,1713091380259.7998,1713060369040.44,1713042545310.2998,1723805276569.92,1716047016411.2,1712151201852.8098,1713819889525.9597,1714106712954.5498,1723802997875.22,1716082358342.0498,1710209741676.18,1717516372125.0298,1711564605421.63,1716161265326.7498,1712810008964.4,1712353190896.39,1715186209686.0098,1710223804676.4697,1717972721115.3499,1710463774086.7698,1717365977327.7,1710630785198.4897,1714550287585.2798,1711291678279.91,1710126266900.39,1714794699597.3599,1709848934896.63,1717489833485.17,1710767833448.2998,1716224753238.8398,1710059704677.5298,1711919822014.3398,1713659832758.5498,1723736119994.0999,1715558114855.4797,1724778197359.38,1717085794106.8098,1710737339019.7,1715660393245.9797,1711641814849.14,1711389518123.0698,1714036541413.38,1723512467988.2998
instruction calculation error,-0.0021973357886810045,-0.00219304873582015,-0.002155317438027384,-0.0021349314566950443,-0.002158688061512777,-0.002108691168512923,-0.0021779804256114024,-0.0021900718391696045,-0.0017052996315034652,-0.0010428442248457384,-0.0006921621804676123,-0.0013667186113937209,-0.001403913136856171,-0.0007529000453953885,-0.0015179550221686305,-0.0015341311458353254,-0.0015240511065650368,-0.002032561561650542,-0.0023218112024086203,-0.0023812496372043945,-0.0024049068621188195,-0.0023682383448464916,-0.002386257820859026,-0.0023710520616332235,-0.0023884020415157977,-0.0024058361135822276,-0.0013728897509985565,-0.002387331731131325,-0.0023945025648285274,-0.0023888531670300073,-0.002391675229684863,-0.002406498334922668,-0.00238227584544877,-0.0023647731319993088,-0.0023777004935469272,-0.002350887786858645,-0.002409331829344859,-0.0023868600020769703,-0.0023923410338628002,-0.0024074747193908973,-0.0023805228592626514,-0.0024124303040167086,-0.002370576849576551,-0.0024125296566295884,-0.002409770190975673,-0.002371013770009963,-0.00239853145278397,-0.0023493018572490927,-0.0023450038917248017,-0.0023850923742393753,-0.0023374759793202797,-0.002405380306646778,-0.0023480197410416736,-0.002394639172937554,-0.00240105287890971,-0.002411276048955285,-0.0024168072238258276,-0.0024100615143978293,-0.002413249720361664,-0.0024073310495879487,-0.002393895400550291,-0.002414786107501114,-0.002405198869411976,-0.0024118111170482624,-0.002408989115351967,-0.0024045151828504686,-0.002415326080314004,-0.0024140235203043135,-0.002403590955196969,-0.0023817582145104926,-0.0007926485442192565,-0.0008155257952930529,-0.0023635970291817007,-0.002414277402919446,-0.002308383758961735,-0.0024118719538535793,-0.002391085501437839,-0.002412351156330775,-0.0023993176688273206,-0.0024099208084746404,-0.002210257777185707,-0.0023757856798218074,-0.002368379887785706,-0.002395027925552232,-0.0024030859409046087,-0.002391673614142431,-0.002397344635401085,-0.0023959799060131763,-0.0023909741212281383,-0.002373676809162631,-0.002350204457774319,-0.0024044265782614104,-0.002376916742685979,-0.002383752275338376,-0.0023597111711135374,-0.0024055364992230403,-0.0023601885677021904,-0.002363024570773958,-0.002376116025877225,-0.0023844779518345603,-0.0024030058653722194,-0.0024048379341129627,-0.0024062571440975266,-0.0024014385035147075,-0.0024022142258242935,-0.0023830081151108625,-0.0023557155477440797,-0.0023694621597123745,-0.0023876409079825636,-0.002398091631733732,0.003800263351835586,-0.000757629598175815,-0.002988304245311077,-0.0020493542745550985,-0.0018419856729336118,0.0038549375225240662,-0.0006857798782640334,-0.004130454380370775,9.030919117652564e-05,-0.00333808183571607,-0.000690173279623155,-0.0026024439453382763,-0.0028971069011119836,-0.0012075490313758464,-0.004127632794771671,0.00035747460178224755,-0.003979155685487459,5.840578196740798e-06,-0.0038833606836771537,-0.0016214026037960662,-0.0034320727323933612,-0.004119683129108529,-0.0014314533612947388,-0.004344985512307168,7.061911484085011e-05,-0.003813985703511096,-0.0006626091148507898,-0.0041577907295984986,-0.0030876055839460723,-0.0021101404162282493,0.003807892041250389,-0.0009872674175799413,0.004351524140870389,-0.00015480297114829598,-0.0038107969303187504,-0.0009793677650296634,-0.003290759433001952,-0.0034015323753940467,-0.0018742055360650794,0.0036762023296565494
predicted cycles,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0,11988183672.0
cycles prediction error,-124.36700010304948,-124.36750014635578,-124.37225548340764,-124.37479540612097,-124.3718518191719,-124.37812472539835,-124.36939815397916,-124.36877283906865,-124.43966174152891,-124.51807940951942,-124.56211165046955,-124.47951420109005,-124.47500028968525,-124.5574767620227,-124.44905696811882,-124.44548201329894,-124.44673520806231,-124.37964140803331,-124.3515433263542,-124.34817252814943,-124.34519723906679,-124.34981160547237,-124.34754530819637,-124.34945090554332,-124.34725103559458,-124.34509283109021,-124.47498626495852,-124.34737805800611,-124.34625664050303,-124.34698277552383,-124.34659097396919,-124.34472789824304,-124.34778305371964,-124.35008685042109,-124.34835799536121,-124.35168924629069,-124.34438217422733,-124.34719561018417,-124.3465190801758,-124.34461240643562,-124.34801558877885,-124.34398673542445,-124.34921729350694,-124.34397071464889,-124.34431983058792,-124.34919640877521,-124.34573624031809,-124.35191912256514,-124.35246635967624,-124.34742481162746,-124.35341428259025,-124.3448742720431,-124.35209948274806,-124.34621828031331,-124.34543303917441,-124.34413464548727,-124.34364006305826,-124.3445231361984,-124.34415933171232,-124.34489297521,-124.34658469603734,-124.34393259861626,-124.34516018165992,-124.34433484879293,-124.34468313224556,-124.34518524717511,-124.34361842925557,-124.34379507186115,-124.34507295360031,-124.34784566320415,-124.54767378559063,-124.54481147625847,-124.35013045886205,-124.34374154081613,-124.35707139839691,-124.344036843599,-124.34666801132741,-124.34400131469724,-124.34563235060185,-124.34430513636862,-124.36941555127684,-124.34863095455917,-124.3495674484691,-124.34620945003486,-124.34520613040537,-124.34663941199916,-124.34592278008601,-124.34607977542838,-124.34672191290397,-124.34890056896351,-124.35185827131194,-124.3450317456898,-124.34848682179917,-124.34761104384253,-124.35088105813934,-124.34513243633927,-124.35083527839362,-124.35048458415044,-124.3488525096398,-124.34779445344488,-124.3454417143835,-124.34522994010064,-124.34505544035513,-124.34553300377561,-124.34528838064669,-124.34770223288584,-124.35115113608346,-124.34940890001405,-124.34713976360905,-124.34583557513248,-125.1333604071928,-125.67687781485635,-125.38929267290926,-125.51247353127808,-125.53364655047304,-125.13319367175941,-125.67948672091383,-125.24597602061164,-125.78534418695884,-125.34599070989276,-125.68531155576042,-125.43792515627383,-125.4042033024834,-125.61333392164931,-125.24701413725553,-125.81903141390241,-125.26472843958943,-125.77424219314213,-125.2770570331482,-125.56639078694289,-125.32584350072344,-125.2398139959863,-125.58443303770564,-125.21934162429807,-125.7833851310549,-125.28717379814933,-125.68999817005806,-125.23490043913635,-125.37221244419386,-125.50065830047453,-125.12830011910748,-125.64078759002851,-125.20455044834918,-125.75355934745141,-125.28492272986924,-125.64833767872221,-125.35169023276205,-125.333065940283,-125.52846655734822,-125.1119351738107
