CPU utilized,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
cycles,1503239718335.0,1503258453830.0,1503394488241.0,1503525635816.0,1503392421127.0,1503173491142.0,1503209845285.0,1503216598104.0,1503355622610.0,1503335654289.0,1503186910382.0,1503234822144.0,1503318571247.0,1503380510185.0,1503262310855.0,1503298097000.0,1503255990325.0,1503283069681.0,1503261249541.0,1503201183659.0,1503258185347.0,1503383943748.0,1503200521535.0,1503241149474.0,1503129104970.0,1503176009245.0,1503209884544.0,1503204111806.0,1503272776244.0,1503337486167.0,1503161440915.0,1503476435847.0,1503424463372.0,1503464177033.0,1503158693033.0,1503311293780.0,1503282938685.0,1503244167677.0,1503526984130.0,1503238979353.0,1503322244867.0,1503274995471.0,1504508198765.0,1503252718968.0,1503215342113.0,1503230186810.0,1503252060772.0,1503299253940.0,1503240178653.0,1503175483023.0,1503244897135.0,1503293035710.0,1503208397590.0,1505084918345.0,1503325733309.0,1503267526478.0,1503259948342.0,1503294617641.0,1503277933994.0,1503317871752.0,1503266182723.0,1503254806955.0,1503395429725.0,1504907768679.0,1503343915869.0,1503234312969.0,1503446410773.0,1503287783284.0,1503264219121.0,1503246281113.0,1503277417883.0,1503340862023.0,1503531952868.0,1503261269760.0,1503250713154.0,1503211570798.0,1503367131570.0,1503206293271.0,1503203574802.0,1503310785891.0,1503168684715.0,1503122505051.0,1504869227335.0,1504545856957.0,1505099591978.0,1504952547550.0,1507802087853.0,1504748922797.0,1504756757521.0,1504555176181.0,1504956317877.0,1504891874568.0,1504555271955.0,1504379756879.0,1504596249475.0,1505243001715.0,1503531563266.0,1503306543879.0,1503353385102.0,1503578959130.0,1504528147384.0,1504580116884.0,1506493491131.0,1504501042224.0,1504436413467.0,1504884397816.0,1504756930553.0,1504990792581.0,1506240546936.0,1504645933916.0,1504601802912.0,1504450811002.0,1504458308090.0,1504721222106.0,1504579669432.0,1504502672446.0,1504535627639.0,1504638641914.0,1506071563305.0,1504452555650.0,1504711498646.0,1504595549788.0,1504507672499.0,1504747399946.0,1504615986597.0,1504468844089.0,1504674737757.0,1504526859208.0,1504498618066.0,1504557916787.0,1504580652938.0,1504460022886.0,1504613948301.0,1504561941806.0,1504586551527.0,1504554985680.0,1504545971413.0,1504468303231.0,1504599641261.0,1504564770871.0,1508816221242.0,1504526918309.0,1504497259999.0,1504754571330.0,1504482153154.0,1504508712405.0,1504617009229.0,1504540126484.0,1504499526967.0,1504724147664.0,1504440394822.0,1504706176796.0,1504731592121.0,1504615750437.0,1504649248229.0
clock speed,3.287,3.288,3.29,3.29,3.289,3.096,3.093,3.093,3.093,3.284,3.29,3.29,3.291,3.292,3.291,3.291,3.289,3.291,3.29,3.291,3.275,3.094,3.094,3.094,3.094,3.149,3.292,3.29,3.294,3.187,3.093,3.093,3.092,3.094,3.095,3.16,3.295,3.295,3.254,3.095,3.096,3.095,3.096,3.096,3.095,3.095,3.095,3.264,3.293,3.295,3.295,3.294,3.295,3.295,3.295,3.294,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.295,3.294,3.292,3.292,3.291,3.291,3.291,3.29,3.289,3.293,3.294,3.294,3.295,3.294,3.295,3.294,3.262,3.248,3.269,3.269,3.269,3.263,3.26,3.249,3.269,3.27,3.259,3.249,3.249,3.265,3.28,3.295,3.294,3.278,3.247,3.256,3.265,3.246,3.251,3.27,3.271,3.271,3.249,3.249,3.248,3.248,3.247,3.247,3.246,3.246,3.246,3.246,3.246,3.247,3.247,3.247,3.247,3.246,3.247,3.246,3.246,3.246,3.246,3.246,3.245,3.246,3.246,3.246,3.246,3.247,3.247,3.246,3.246,3.245,3.247,3.248,3.247,3.246,3.247,3.246,3.247,3.247,3.247,3.247,3.248,3.247,3.246,3.247,3.247
instructions,1717445900970.0,1717415848917.0,1717415327176.0,1717415163743.0,1717411035967.0,1717336118057.0,1717337376928.0,1717333445393.0,1717434898109.0,1717405750848.0,1717389192100.0,1717394562399.0,1717396025779.0,1717396756109.0,1717394915762.0,1717398311391.0,1717403252526.0,1717400213057.0,1717396885159.0,1717395178002.0,1717401271320.0,1717490879293.0,1717315464414.0,1717322232828.0,1717317054940.0,1717303469816.0,1717381096170.0,1717388814263.0,1717382170378.0,1717450101165.0,1717331809591.0,1717491010060.0,1717502249724.0,1717336453964.0,1717333774946.0,1717359362618.0,1717395815271.0,1717393804925.0,1717429888992.0,1717316409503.0,1717407646550.0,1717334950870.0,1717322206196.0,1717334971682.0,1717334551425.0,1717329489298.0,1717316928239.0,1717390880805.0,1717382603744.0,1717384312948.0,1717385033707.0,1717391617282.0,1717383987922.0,1717387976226.0,1717382734759.0,1717384183731.0,1717381148331.0,1717387469612.0,1717388792473.0,1717394830800.0,1717385887980.0,1717390383981.0,1717399909512.0,1717391664957.0,1717387339556.0,1717394079582.0,1717380545816.0,1717389798412.0,1717386983760.0,1717388934517.0,1717398076938.0,1717403012008.0,1717405373879.0,1717402509006.0,1717398940819.0,1717365679464.0,1717359000155.0,1717358317400.0,1717359601951.0,1717348666362.0,1717368631578.0,1717345409394.0,1717910288132.0,1717921090566.0,1717932615145.0,1717906862941.0,1717926918360.0,1717896865380.0,1717919231577.0,1717902174738.0,1717907195774.0,1717880795979.0,1717878956725.0,1717873173782.0,1717917671645.0,1717916131227.0,1717530970019.0,1717357471130.0,1717339967618.0,1717542913809.0,1717912026686.0,1717921344930.0,1717906568080.0,1717930979417.0,1717912352774.0,1717925980016.0,1717883144431.0,1717897017123.0,1717895561020.0,1717887363200.0,1717894458153.0,1717924144893.0,1717917371798.0,1717943522063.0,1717933752240.0,1717955163145.0,1717933854942.0,1717951553869.0,1717929683014.0,1717943117362.0,1717927481994.0,1717946576539.0,1717928297731.0,1717949064763.0,1717929761668.0,1717948387323.0,1717928178272.0,1717950375126.0,1717932206060.0,1717942103604.0,1717929146136.0,1717945039281.0,1717940673609.0,1717941966490.0,1717944588032.0,1717925046778.0,1717942319552.0,1717930224470.0,1717951365184.0,1717929284244.0,1717954308803.0,1717924720198.0,1717946941941.0,1717930685604.0,1717947758205.0,1717933930358.0,1717945784318.0,1717925034616.0,1717942835932.0,1717917246408.0,1717938266010.0,1717922067823.0,1717944692693.0,1717923857278.0,1717949298646.0
instructions per cycle,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"time (s)
",456.983896819,456.79254363,456.685024195,456.626102598,456.766924854,485.207788586,485.701539388,485.607267932,485.654344839,457.368108331,456.582384182,456.588726537,456.504105946,456.40322524,456.40246528,456.499604853,456.671443586,456.444660853,456.604511812,456.432921901,458.630379357,485.535806593,485.429936291,485.449401046,485.395545183,477.010971167,456.229412169,456.498477583,456.069777763,471.317499184,485.692378451,485.723067703,485.909587524,485.628598598,485.260744866,475.442970764,455.834517316,455.815479449,461.70721071,485.274480827,485.279016272,485.270559952,485.65146476,485.257826492,485.262749517,485.270703362,485.264576232,460.226405994,456.128305948,455.904346587,455.948070411,455.965955037,455.921067167,456.499825937,455.968681507,455.960036376,455.924997272,455.960118779,455.955235439,455.970412232,455.944520998,455.937063939,455.971415285,456.428449651,455.950634422,455.915404514,455.980979993,455.974084127,456.253665254,456.329164691,456.473360326,456.50560491,456.55117455,456.604553001,456.78071863,456.085207356,456.068586315,455.957435651,455.924577958,455.98373758,455.91830666,455.916421776,460.942412975,462.885289115,460.115426054,460.05315845,460.92241743,460.743878922,461.169529758,462.666977891,460.002829577,459.883848109,461.27942875,462.643459046,462.804086255,460.633630328,458.024296556,455.933413875,455.981641211,458.31529249,462.989749914,461.685368638,460.994719984,463.211272659,462.404237611,459.907991852,459.734219573,459.7499967,463.269652767,462.719912079,462.925962462,462.858946926,462.994312989,463.13706558,463.141267714,463.13594559,463.140869711,463.176250509,463.567487139,462.978666482,463.135352388,463.077691561,463.052704778,463.195550169,463.093880604,463.15068642,463.196327034,463.18317001,463.120316221,463.100599719,463.303309483,463.119072765,463.232878568,463.23710415,463.147287157,463.009433782,463.026340474,463.082676714,463.123535788,463.255874241,464.362341041,462.933335283,463.060568268,463.282087965,463.024433717,463.154056483,463.08242972,463.001548851,462.933618611,463.058983915,462.903178588,463.077811236,463.204600183,463.043262691,463.066865843
estimated number of instructions,1713693278901.9,1713714637366.2,1713869716594.7397,1714019224830.2397,1713867360084.7798,1713617779901.88,1713659223624.9,1713666921838.5598,1713825409775.4,1713802645889.46,1713633077835.4797,1713687697244.16,1713783171221.5798,1713853781610.9,1713719034374.7,1713759830579.9998,1713711828970.4998,1713742699436.3398,1713717824476.7397,1713649349371.2598,1713714331295.5798,1713857695872.72,1713648594549.9,1713694910400.3599,1713567179665.7998,1713620650539.2998,1713659268380.16,1713652687458.8398,1713730964918.16,1713804734230.38,1713604042643.0999,1713963136865.5798,1713903888244.0798,1713949161817.6199,1713600910057.6199,1713774874909.2,1713742550100.9,1713698351151.7798,1714020761908.2,1713692436462.42,1713787359148.38,1713733494836.94,1715139346592.0999,1713708099623.5198,1713665490008.8198,1713682412963.4,1713707349280.0798,1713761149491.5999,1713693803664.42,1713620050646.22,1713699182733.9,1713754060709.4,1713657573252.5999,1715796806913.2998,1713791335972.2598,1713724980184.92,1713716341109.88,1713755864110.7397,1713736844753.16,1713782373797.2798,1713723448304.22,1713710479928.7,1713870789886.4998,1715594856294.0598,1713812064090.66,1713687116784.66,1713928908281.22,1713748072943.7598,1713721209797.94,1713700760468.8198,1713736256386.6199,1713808582706.22,1714026426269.5198,1713717847526.4,1713705812995.5598,1713661190709.72,1713838529989.7998,1713655174328.94,1713652075274.2798,1713774295915.7397,1713612300575.0999,1713559655758.14,1715550919161.9,1715182276930.9797,1715813534854.92,1715645904206.9998,1718894380152.42,1715413771988.5798,1715422703573.94,1715192900846.3398,1715650202379.7798,1715576737007.5198,1715193010028.7,1714992922842.0598,1715239724401.4998,1715977021955.0999,1714025982123.2397,1713769460022.0598,1713822859016.2798,1714080013408.2,1715162088017.7598,1715221333247.7598,1717402579889.3398,1715131188135.3599,1715057511352.38,1715568213510.2397,1715422900830.42,1715689503542.3398,1717114223507.0398,1715296364664.2397,1715246055319.68,1715073924542.2798,1715082471222.5999,1715382193200.8398,1715220823152.4797,1715133046588.44,1715170615508.46,1715288051781.96,1716921582167.7,1715075913440.9998,1715371108456.44,1715238926758.3198,1715138746648.8599,1715412035938.44,1715262224720.5798,1715094482261.46,1715329201042.9797,1715160619497.1199,1715128424595.2397,1715196025137.18,1715221944349.3198,1715084426090.0398,1715259901063.14,1715200613658.8398,1715228668740.7798,1715192683675.2,1715182407410.8198,1715093865683.3398,1715243591037.5398,1715203838792.94,1720050492215.88,1715160686872.2598,1715126876398.8599,1715420211316.2,1715109654595.5598,1715139932141.7,1715263390521.0598,1715175744191.7598,1715129460742.38,1715385528336.96,1715062050097.0798,1715365041547.44,1715394015017.94,1715261955498.18,1715300142981.0598
instruction calculation error,-0.0021850016154690206,-0.0021551050394312057,-0.0020645038652883185,-0.0019773546807162314,-0.0020633825030854794,-0.002165177868224805,-0.002141776771713684,-0.0021350096944051113,-0.0021016740358393575,-0.0020979928341109495,-0.002187107198413971,-0.002158423716948323,-0.0021036816803983215,-0.002062991260171701,-0.002140382129679869,-0.002118600435826253,-0.0021494215467862923,-0.002129680427924091,-0.002142230904255797,-0.002181110485647277,-0.002146813377858031,-0.002115401871464737,-0.002135233706377497,-0.0021121967434538156,-0.0021835660825782746,-0.0021445360947735057,-0.0021671531136218305,-0.0021754693946597512,-0.00212602967633957,-0.0021225460536800174,-0.0021706736735913326,-0.002054085391862937,-0.002095113110040128,-0.001972410320972045,-0.00217363970990293,-0.0020872088782488345,-0.002127212106618312,-0.0021517800766619154,-0.0019850167425471705,-0.002110253544731966,-0.0021079953899662096,-0.0020971191620106286,-0.0012710833156553349,-0.0021119188267202044,-0.002136486110487722,-0.00212369050745814,-0.002101871180307738,-0.002113514956885509,-0.0021479197888334646,-0.0021918578581391793,-0.002146199542186609,-0.002118070529747323,-0.002169820317184297,-0.0009265054459021117,-0.0020912046651291242,-0.0021306843167324943,-0.002133951001314811,-0.00211461045659121,-0.0021264536812199454,-0.002103451657087761,-0.0021325665369754574,-0.0021427300901556466,-0.002054920118461544,-0.0010462427992424046,-0.0020818107732553867,-0.002158481178788233,-0.002009826851241063,-0.0021205002333236104,-0.0021345066643246088,-0.0021475473458884495,-0.0021321909000322718,-0.0020929445660965718,-0.0019674723631779487,-0.0021454850917463197,-0.0021504192972653124,-0.0021570762701140166,-0.0020499325795494453,-0.0021563019397527034,-0.00215885285324535,-0.002081330667599454,-0.0021872595864573644,-0.002204421786759827,-0.0013733947496557572,-0.001594260440750461,-0.001233506059200826,-0.00131611252203135,0.0005631565476274734,-0.0014454263474489222,-0.0014532278102319853,-0.0015770827533141414,-0.0013138040283970814,-0.0013412216824783634,-0.0015635250002832522,-0.0016766377075434164,-0.0015588332827008895,-0.0011287566585192737,-0.0020407130683189256,-0.0020892628170064782,-0.002047997873477868,-0.0020161943977984017,-0.0016007447561474392,-0.0015716736334923712,-0.00029337345815228666,-0.0016297460812949999,-0.0016618085416350028,-0.0013724494146938127,-0.0014321367600326296,-0.0012850092634523157,-0.0004548224762256712,-0.0015082470430039508,-0.0015416563111609939,-0.0016591072191361157,-0.0016501961164948776,-0.001490927279777145,-0.0015791814346641116,-0.00164271839981767,-0.0016084667204100999,-0.0015503941779042396,-0.000586811472126961,-0.001668974887482305,-0.0014880567220409522,-0.001576096613047797,-0.0016237878413345372,-0.0014767776743777063,-0.0015527625208787105,-0.001661228639113628,-0.0015128555791165134,-0.0016238860384285066,-0.0016320675838487249,-0.0015984697394977301,-0.001575851828795889,-0.0016651366170348722,-0.0015604569977544207,-0.001595719113120643,-0.001580912044626218,-0.001590501930177132,-0.0016065220058726405,-0.0016510325892515243,-0.001576164611720653,-0.0015864712686700785,0.0012201624933438522,-0.0016089373959422767,-0.0016415323857172925,-0.0014613361929194494,-0.0016520313821449272,-0.0016263711700005878,-0.001561396070484877,-0.0016003552942313172,-0.001637641911463157,-0.0014737136357025453,-0.0016742254188215537,-0.0014884413696369797,-0.0014847263045830018,-0.0015494876379665474,-0.0015420453135771323
predicted cycles,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0,1715750072310.0
cycles prediction error,0.12385857206398757,0.12384765235295134,0.12376836667306391,0.12369192921453394,0.12376957146042389,0.12389717162115432,0.12387598313712817,0.12387204735469168,0.12379101894137923,0.12380265718713673,0.1238893504121003,0.12386142573777083,0.12381261378995186,0.123776513579904,0.1238454043419722,0.12382454690732742,0.12384908817104615,0.12383330536186139,0.12384602291341634,0.12388103143998987,0.12384780883436686,0.12377451237759872,0.12388141734934269,0.12385773794541569,0.12392304145657868,0.1238957039814085,0.12387596025559044,0.12387932481205655,0.12383930474205442,0.12380158950366141,0.12390419492087289,0.12372060470159585,0.12375089610349567,0.12372774957321662,0.1239057964839702,0.12381685535585207,0.12383338171097664,0.12385597882965127,0.12369114336930988,0.12385900276890893,0.12381047267391213,0.12383801129784258,0.12311925667623287,0.12385099483394117,0.12387277939079663,0.12386412737484187,0.12385137845391626,0.12382387260165861,0.12385830377432963,0.12389601068225527,0.12385555367565491,0.12382749680666397,0.12387682690512408,0.12278312404869725,0.12380843948617908,0.12384236449188904,0.12384678129834722,0.12382657480116589,0.12383629862240841,0.12381302148044902,0.1238431476799662,0.12384977788105643,0.12376781794279416,0.12288637315756162,0.12379784204527353,0.12386172250302133,0.12373810437971597,0.12383055810684095,0.12384429213686099,0.12385474704418664,0.12383659943020574,0.1237996219350426,0.12368824741256175,0.12384601112906597,0.12385216389348683,0.12387497744694762,0.12378431111126706,0.12387805337687773,0.12387963779703534,0.12381715137157616,0.12389997297729445,0.12392688812347179,0.12290883641991085,0.12309730814619475,0.12277457173490935,0.12286027444323099,0.12119946128111143,0.12297895417187342,0.12297438781682764,0.12309187657189358,0.12285807696292143,0.12289563680921842,0.12309182075140926,0.12319411716324254,0.12306793759927578,0.12269098745342544,0.12368847448642659,0.12381962376663443,0.12379232304040631,0.12366085049575049,0.1231076299134998,0.1230773402455355,0.12196215786677335,0.12312342776217103,0.12316109569414027,0.12289999452548529,0.12297428696764057,0.12283798388260841,0.12210958271557981,0.12303897974474799,0.12306470085921112,0.12315270430006,0.123148334731251,0.122995099117135,0.12307760103643227,0.12312247761096526,0.12310327015556027,0.12304322978216177,0.12220807236959597,0.12315168745732273,0.12300076629451528,0.12306834540167737,0.12311956340272438,0.12297984174345193,0.12305643410449614,0.12314219397732068,0.12302219184453755,0.12310838070816435,0.1231248406474386,0.12309027924950716,0.1230770278142504,0.1231473352873182,0.12305762209570353,0.12308793332566606,0.12307358990735755,0.12309198760263347,0.12309724143717818,0.12314250920854737,0.12306596074608794,0.12308628444623679,0.12060838837057114,0.12310834626200523,0.12312563217705699,0.1229756620064869,0.12313443698216457,0.123118957308622,0.12305583807829366,0.1231006480691197,0.12312431090769697,0.12299339399816271,0.12315877521922713,0.12300386805746193,0.12298905510456734,0.12305657174692076,0.12303704804557253
